0.175,0.1599,0.7809,0.175
0.41702,0.1603,0.44454,0.35661
0.485,0.161,0.868,0.602
0.46102,0.0293,0.99715,0.75127
0.4264,0.1348,0.5206,0.505
0.4687,0.1691,0.9539,0.5153
0.46499,0.12409,0.87474,0.33707
0.640336,0.102347,0.599377,0.179975
0.64241,0.00933,0.50685,0.4238
0.666,0.201,0.616,0.558
